index	chrom	start	end	strand	contains_unk	Adipose|ATAC|None	Adipose|E10|None	Adipose|E11|None	Adipose|E12|None	Adipose|E13|None	Adipose|E14|None	Adipose|E15|None	Adipose|E1|None	Adipose|E2|None	Adipose|E3|None	Adipose|E4|None	Adipose|E5|None	Adipose|E6|None	Adipose|E7|None
7478	chr1	180622489	180622490	.	False	2.22e-03	2.39e-02	1.77e-02	4.11e-04	2.44e-02	2.32e-01	6.50e-01	1.96e-04	4.56e-04	3.68e-04	7.59e-04	3.70e-03	1.18e-03	2.86e-03
7479	chr9	120211	120212	.	False	3.29e-03	9.15e-02	1.12e-02	1.87e-03	3.57e-02	1.59e-01	5.36e-01	8.38e-04	1.45e-02	1.19e-02	3.15e-03	2.09e-02	4.31e-03	9.26e-03
7480	chr1	182813884	182813885	.	False	1.57e-03	3.00e-02	9.22e-03	1.54e-04	5.94e-03	1.59e-01	7.59e-01	1.65e-04	5.50e-04	2.79e-04	2.32e-04	3.63e-03	9.11e-04	2.46e-03
7481	chr9	111833691	111833692	.	False	4.16e-02	1.23e-01	6.70e-02	2.11e-03	2.54e-02	1.05e-01	4.05e-01	3.21e-04	2.63e-03	6.41e-03	2.30e-03	9.02e-03	4.24e-02	4.90e-02
7482	chr9	125682147	125682148	.	False	9.20e-03	1.52e-01	3.00e-02	7.84e-04	1.05e-02	8.04e-02	5.69e-01	3.43e-04	5.68e-03	3.72e-03	1.87e-03	9.15e-03	1.03e-02	2.58e-02
7483	chr9	11020293	11020294	.	False	5.34e-04	1.61e-02	1.04e-03	1.27e-04	1.45e-03	8.71e-02	8.82e-01	2.49e-04	7.31e-04	1.53e-04	2.03e-04	1.64e-03	2.24e-04	2.55e-04
7484	chr9	99731228	99731229	.	False	1.17e-02	1.12e-01	2.14e-02	1.08e-03	1.09e-02	1.12e-01	6.10e-01	8.22e-04	7.65e-03	4.26e-03	1.81e-03	9.98e-03	7.48e-03	1.45e-02
7485	chr9	82585687	82585688	.	False	7.98e-04	2.35e-02	7.05e-03	3.08e-04	2.86e-02	2.78e-01	6.19e-01	1.44e-04	4.27e-04	4.83e-04	3.46e-04	2.43e-03	7.60e-04	1.56e-03
7486	chr9	38126686	38126687	.	False	1.50e-02	7.85e-02	5.83e-02	9.36e-03	1.88e-01	1.72e-01	3.07e-01	2.54e-04	2.22e-03	6.46e-03	3.56e-03	5.49e-03	1.80e-02	3.58e-02
7487	chr1	214745718	214745719	.	False	6.63e-02	1.04e-01	6.03e-02	9.33e-03	9.42e-02	1.71e-01	2.57e-01	1.09e-03	5.17e-03	1.30e-02	8.94e-03	7.54e-03	3.07e-02	5.09e-02
7488	chr1	186209462	186209463	.	False	1.10e-03	6.82e-02	1.42e-02	3.84e-04	3.16e-02	2.60e-01	5.97e-01	1.02e-04	5.76e-04	2.90e-04	3.18e-04	4.00e-03	2.30e-03	6.86e-03
7489	chr9	77592782	77592783	.	False	1.83e-02	8.98e-02	3.91e-02	7.33e-04	9.61e-03	1.46e-01	5.77e-01	4.91e-04	2.27e-03	3.19e-03	1.09e-03	7.92e-03	1.84e-02	2.66e-02
7490	chr1	203113808	203113809	.	False	5.09e-03	6.08e-02	3.92e-02	1.85e-03	1.01e-01	2.54e-01	4.14e-01	2.91e-04	1.31e-03	2.65e-03	1.55e-03	5.47e-03	6.22e-03	1.43e-02
7491	chr1	208238155	208238156	.	False	1.22e-01	6.17e-02	4.41e-02	1.30e-02	6.96e-02	1.89e-01	2.77e-01	3.06e-03	6.59e-03	2.60e-02	1.08e-02	1.03e-02	2.52e-02	3.73e-02
7492	chr9	24746592	24746593	.	False	2.82e-04	4.57e-03	5.44e-04	7.90e-05	1.63e-03	1.42e-01	8.61e-01	1.50e-04	2.56e-04	2.97e-05	2.44e-04	1.45e-03	7.87e-05	1.24e-04
7493	chr9	121325820	121325821	.	False	6.03e-02	8.32e-02	1.64e-01	9.50e-03	1.05e-01	7.23e-02	1.94e-01	3.37e-04	2.38e-03	1.76e-02	9.39e-03	5.72e-03	5.58e-02	1.20e-01
7494	chr9	110349944	110349945	.	False	1.28e-02	8.55e-02	3.77e-02	3.51e-03	8.60e-02	2.71e-01	3.91e-01	3.11e-04	1.66e-03	3.80e-03	1.59e-03	5.16e-03	1.43e-02	2.34e-02
7495	chr9	3299170	3299171	.	False	3.02e-03	7.45e-02	3.92e-03	6.77e-04	6.40e-03	1.31e-01	6.67e-01	9.88e-04	7.96e-03	1.15e-03	1.12e-03	5.84e-03	1.80e-03	2.51e-03
7496	chr9	105628849	105628850	.	False	1.75e-03	4.48e-02	8.19e-03	3.68e-04	5.01e-03	1.24e-01	7.89e-01	1.85e-04	1.10e-03	5.81e-04	8.67e-04	7.63e-03	9.30e-04	2.71e-03
7497	chr9	74445460	74445461	.	False	6.32e-02	1.14e-01	3.27e-02	1.36e-03	1.09e-02	1.35e-01	4.95e-01	8.45e-04	5.33e-03	1.02e-02	2.55e-03	7.34e-03	3.20e-02	3.67e-02
7498	chr1	208264863	208264864	.	False	4.26e-02	9.28e-02	3.02e-02	2.92e-03	2.00e-02	1.60e-01	4.73e-01	7.08e-04	4.06e-03	8.45e-03	2.36e-03	6.06e-03	2.63e-02	3.21e-02
7499	chr1	208022463	208022464	.	False	2.82e-03	8.28e-02	1.68e-02	1.33e-03	5.11e-02	2.09e-01	5.11e-01	3.24e-04	2.77e-03	1.28e-03	1.25e-03	5.68e-03	3.66e-03	9.04e-03
7500	chr1	175759150	175759151	.	False	3.14e-03	4.68e-02	4.63e-02	3.43e-03	1.37e-01	2.80e-01	4.73e-01	2.91e-04	1.19e-03	2.20e-03	2.09e-03	6.65e-03	3.04e-03	1.11e-02
7501	chr9	117891971	117891972	.	False	1.17e-03	5.87e-02	1.79e-02	4.24e-04	2.87e-02	2.40e-01	6.14e-01	8.88e-05	6.58e-04	4.67e-04	4.74e-04	3.73e-03	2.18e-03	5.42e-03
7502	chr9	81501751	81501752	.	False	2.88e-03	4.51e-02	1.30e-02	4.10e-04	7.86e-03	1.57e-01	7.08e-01	5.34e-04	2.60e-03	1.85e-03	1.34e-03	7.55e-03	1.15e-03	3.89e-03
7503	chr9	8740405	8740406	.	False	1.12e-03	6.38e-02	4.44e-03	2.57e-04	5.02e-03	1.50e-01	7.85e-01	4.00e-04	2.53e-03	5.83e-04	6.54e-04	6.57e-03	6.73e-04	2.21e-03
7504	chr9	123365990	123365991	.	False	2.92e-01	1.25e-02	8.07e-02	4.71e-01	1.39e-01	2.01e-02	1.09e-01	4.09e-03	5.12e-03	9.43e-02	1.56e-01	2.11e-02	6.77e-03	2.26e-02
7505	chr1	176056612	176056613	.	False	9.23e-04	1.69e-02	1.63e-03	1.96e-04	1.87e-03	1.11e-01	8.20e-01	3.42e-04	1.23e-03	2.25e-04	5.68e-04	3.96e-03	2.62e-04	4.33e-04
7506	chr9	11518164	11518165	.	False	5.84e-04	2.41e-02	1.49e-03	7.79e-05	1.67e-03	7.74e-02	8.77e-01	2.23e-04	7.87e-04	1.95e-04	2.62e-04	2.43e-03	2.47e-04	4.91e-04
7507	chr9	112845822	112845823	.	False	7.44e-03	3.59e-02	1.36e-02	3.40e-03	7.15e-02	3.24e-01	4.63e-01	8.02e-04	1.76e-03	1.31e-03	2.05e-03	1.03e-02	1.78e-03	4.05e-03
7508	chr5	178997999	178998000	.	False	6.39e-02	8.60e-02	1.30e-01	7.08e-03	7.92e-02	1.24e-01	3.74e-01	4.47e-04	1.96e-03	7.25e-03	4.98e-03	7.56e-03	2.31e-02	6.47e-02
7509	chr9	121440245	121440246	.	False	8.62e-02	1.34e-01	7.03e-02	3.76e-03	1.66e-02	1.37e-01	3.40e-01	3.46e-03	1.23e-02	1.93e-02	9.01e-03	1.61e-02	6.13e-02	6.07e-02
7510	chr9	132591851	132591852	.	False	9.78e-03	6.07e-02	2.84e-02	7.47e-02	2.73e-01	1.86e-01	1.73e-01	2.71e-03	1.47e-02	5.83e-02	2.22e-02	1.83e-02	1.14e-02	1.60e-02
7511	chr9	115964499	115964500	.	False	5.41e-04	2.12e-02	2.27e-03	1.11e-04	3.90e-03	1.36e-01	8.12e-01	1.60e-04	3.59e-04	1.55e-04	1.89e-04	2.06e-03	3.44e-04	6.28e-04
7512	chr9	123799156	123799157	.	False	2.34e-03	4.56e-02	8.92e-03	9.16e-04	1.96e-02	1.50e-01	7.37e-01	2.91e-04	1.60e-03	1.01e-03	1.49e-03	4.07e-03	1.46e-03	4.09e-03
7513	chr9	123836730	123836731	.	False	7.01e-04	6.52e-02	2.01e-03	1.81e-04	2.63e-03	8.52e-02	8.00e-01	4.41e-04	4.22e-03	2.29e-04	6.44e-04	5.71e-03	5.44e-04	1.65e-03
7514	chr1	215046257	215046258	.	False	2.58e-03	9.65e-02	7.69e-03	3.41e-04	4.54e-03	7.76e-02	7.05e-01	6.71e-04	7.15e-03	1.93e-03	1.18e-03	1.35e-02	1.47e-03	3.55e-03
7515	chr9	37364497	37364498	.	False	3.93e-02	9.61e-02	8.91e-02	8.66e-03	1.13e-01	1.61e-01	2.53e-01	7.57e-04	4.27e-03	1.74e-02	6.88e-03	1.05e-02	3.65e-02	5.95e-02
7516	chr9	23199604	23199605	.	False	1.34e-02	4.99e-02	1.58e-02	1.04e-03	1.51e-02	1.58e-01	6.92e-01	2.77e-04	1.90e-03	2.01e-03	1.24e-03	3.61e-03	4.34e-03	1.07e-02
7517	chr1	209165228	209165229	.	False	4.39e-04	2.16e-02	3.06e-03	8.87e-05	3.71e-03	1.26e-01	8.33e-01	1.18e-04	5.10e-04	1.60e-04	1.67e-04	2.36e-03	3.93e-04	6.83e-04
7518	chr1	176030624	176030625	.	False	3.16e-04	3.77e-02	1.95e-03	9.03e-05	4.01e-03	1.41e-01	7.77e-01	1.78e-04	1.30e-03	1.52e-04	2.00e-04	2.92e-03	2.24e-04	5.24e-04
7519	chr9	19984971	19984972	.	False	1.15e-03	8.00e-02	4.83e-03	3.31e-04	5.52e-03	2.01e-01	6.99e-01	2.66e-04	1.51e-03	2.86e-04	2.84e-04	5.39e-03	1.27e-03	1.66e-03
7520	chr9	69984909	69984910	.	False	3.87e-03	4.50e-02	1.85e-02	6.60e-04	3.50e-02	2.70e-01	5.64e-01	1.99e-04	5.21e-04	5.55e-04	6.26e-04	4.17e-03	2.56e-03	6.58e-03
7521	chr9	98788165	98788166	.	False	2.57e-02	1.03e-01	9.97e-02	1.11e-02	1.22e-01	1.01e-01	2.74e-01	4.16e-04	6.91e-03	3.30e-02	7.74e-03	1.11e-02	6.09e-02	8.86e-02
7522	chr1	211262500	211262501	.	False	6.98e-04	3.94e-02	2.88e-03	2.01e-04	3.42e-03	1.22e-01	7.91e-01	2.13e-04	1.11e-03	3.02e-04	3.19e-04	4.41e-03	4.59e-04	1.42e-03
7523	chr9	121249223	121249224	.	False	3.75e-03	1.05e-01	3.24e-02	1.11e-03	7.07e-02	2.43e-01	4.47e-01	1.87e-04	1.76e-03	1.66e-03	1.88e-03	5.14e-03	7.87e-03	1.25e-02
7524	chr9	128198364	128198365	.	False	2.76e-02	9.83e-02	1.08e-01	7.50e-03	1.45e-01	1.62e-01	3.36e-01	2.12e-04	2.23e-03	6.28e-03	4.57e-03	6.85e-03	2.74e-02	5.48e-02
7525	chr1	180051855	180051856	.	False	1.46e-03	6.69e-02	1.73e-02	4.76e-04	1.92e-02	2.23e-01	6.42e-01	2.51e-04	2.66e-03	1.96e-03	1.13e-03	7.08e-03	1.99e-03	6.26e-03
7526	chr5	121671832	121671833	.	False	2.96e-03	2.38e-02	3.20e-03	4.43e-04	6.78e-03	1.73e-01	7.60e-01	4.28e-04	1.47e-03	6.91e-04	1.13e-03	4.31e-03	5.74e-04	1.29e-03
7527	chr1	180893091	180893092	.	False	2.52e-02	1.57e-01	4.47e-02	2.19e-03	3.34e-02	1.37e-01	4.13e-01	2.16e-03	1.23e-02	1.08e-02	1.11e-02	3.08e-02	1.12e-02	3.56e-02
7528	chr9	111164784	111164785	.	False	3.43e-03	7.61e-02	6.97e-03	2.63e-03	2.60e-02	1.65e-01	6.03e-01	2.05e-03	2.36e-02	1.15e-02	4.41e-03	2.76e-02	2.76e-03	3.64e-03
7529	chr9	4157349	4157350	.	False	3.61e-02	6.70e-02	4.71e-02	1.35e-03	3.90e-02	2.34e-01	4.63e-01	2.70e-04	1.21e-03	2.40e-03	1.88e-03	3.68e-03	1.35e-02	2.83e-02
7530	chr1	183245572	183245573	.	False	1.31e-02	5.67e-02	3.58e-02	1.84e-03	4.16e-02	1.99e-01	5.84e-01	3.01e-04	1.80e-03	3.25e-03	1.64e-03	5.32e-03	4.48e-03	1.37e-02
7531	chr9	25161530	25161531	.	False	9.06e-04	8.10e-03	9.65e-04	1.25e-04	2.54e-03	1.11e-01	8.93e-01	3.97e-04	7.15e-04	8.65e-05	1.05e-03	2.03e-03	1.26e-04	3.13e-04
7532	chr9	70152786	70152787	.	False	2.61e-02	9.22e-02	2.61e-02	1.25e-03	1.09e-02	1.15e-01	5.69e-01	6.66e-04	5.09e-03	5.53e-03	2.11e-03	6.21e-03	1.65e-02	2.64e-02
7533	chr9	6438529	6438530	.	False	5.54e-03	8.00e-02	1.45e-02	2.10e-04	2.21e-03	6.11e-02	8.26e-01	3.19e-04	1.92e-03	8.64e-04	4.45e-04	4.07e-03	2.13e-03	7.85e-03
7534	chr1	186688108	186688109	.	False	6.08e-04	1.80e-02	1.66e-03	1.58e-04	3.30e-03	2.42e-01	7.49e-01	2.00e-04	4.65e-04	1.30e-04	3.01e-04	2.64e-03	2.06e-04	4.94e-04
7535	chr9	12963736	12963737	.	False	1.76e-02	9.29e-02	2.27e-02	6.41e-04	9.86e-03	1.43e-01	5.40e-01	3.41e-04	2.60e-03	4.23e-03	9.93e-04	4.42e-03	1.38e-02	2.53e-02
7536	chr9	40503551	40503552	.	False	1.56e-02	7.28e-02	4.11e-02	3.25e-03	4.76e-02	2.27e-01	4.55e-01	1.00e-03	4.96e-03	9.39e-03	5.58e-03	1.22e-02	1.04e-02	2.17e-02
7537	chr9	121674899	121674900	.	False	5.82e-02	5.50e-02	1.20e-01	9.64e-02	2.71e-01	4.95e-02	7.99e-02	1.05e-03	1.25e-02	1.48e-01	3.29e-02	1.11e-02	5.13e-02	1.02e-01
7538	chr9	37916955	37916956	.	False	6.22e-02	7.97e-02	4.52e-02	4.45e-02	1.25e-01	6.40e-02	1.19e-01	2.59e-03	1.09e-02	6.56e-02	1.87e-02	9.95e-03	8.30e-02	7.88e-02
7539	chr1	143967601	143967602	.	False	1.67e-03	6.71e-02	7.37e-03	2.13e-04	4.76e-03	1.03e-01	7.58e-01	1.03e-04	1.26e-03	4.19e-04	3.66e-04	4.27e-03	1.00e-03	2.97e-03
7540	chr9	1925630	1925631	.	False	7.33e-03	6.39e-02	1.29e-02	6.27e-04	8.34e-03	1.04e-01	6.59e-01	6.08e-04	4.22e-03	2.91e-03	1.48e-03	1.01e-02	2.80e-03	7.49e-03
7541	chr9	2336456	2336457	.	False	4.23e-01	9.05e-02	1.04e-01	1.51e-02	2.00e-02	1.05e-01	2.91e-01	2.84e-03	4.56e-03	9.90e-02	2.30e-02	2.15e-02	7.50e-02	2.49e-01
7542	chr9	76613972	76613973	.	False	5.63e-03	8.48e-02	1.68e-02	1.30e-03	1.32e-02	9.29e-02	5.52e-01	2.44e-03	3.76e-02	2.77e-02	5.44e-03	3.22e-02	4.53e-03	8.56e-03
7543	chr1	183950660	183950661	.	False	3.90e-03	4.39e-02	1.84e-02	1.24e-03	3.61e-02	2.08e-01	5.99e-01	4.18e-04	1.65e-03	1.81e-03	2.24e-03	1.96e-02	1.53e-03	6.54e-03
7544	chr9	72371488	72371489	.	False	3.24e-02	1.15e-01	4.51e-02	1.01e-03	1.92e-02	1.56e-01	4.71e-01	3.08e-04	2.50e-03	3.87e-03	1.79e-03	7.05e-03	2.28e-02	4.16e-02
7545	chr9	23905628	23905629	.	False	1.95e-03	7.05e-02	1.07e-02	3.11e-04	7.10e-03	1.38e-01	7.50e-01	2.39e-04	1.53e-03	4.13e-04	3.63e-04	2.81e-03	1.97e-03	4.69e-03
7546	chr9	72813579	72813580	.	False	3.09e-03	9.75e-02	8.93e-03	4.16e-04	5.17e-03	9.48e-02	7.34e-01	2.92e-04	3.24e-03	1.42e-03	7.61e-04	6.88e-03	1.94e-03	4.73e-03
7547	chr9	131589212	131589213	.	False	2.98e-01	3.47e-02	2.10e-01	4.62e-02	1.45e-01	3.78e-02	1.03e-01	8.44e-04	1.42e-03	3.22e-02	2.73e-02	5.67e-03	3.40e-02	1.54e-01
7548	chr9	135069420	135069421	.	False	2.01e-02	4.47e-02	1.46e-01	2.45e-02	3.39e-01	1.18e-01	2.29e-01	3.50e-04	1.68e-03	7.33e-03	1.05e-02	4.08e-03	1.66e-02	6.07e-02
7549	chr9	74027172	74027173	.	False	1.69e-02	5.80e-02	3.89e-02	1.18e-03	2.32e-02	1.47e-01	6.99e-01	2.78e-04	1.36e-03	1.84e-03	1.12e-03	7.41e-03	3.48e-03	1.48e-02
7550	chr9	3403272	3403273	.	False	4.99e-03	7.42e-02	5.94e-03	2.97e-04	2.60e-03	5.21e-02	7.56e-01	1.15e-03	1.16e-02	1.90e-03	1.56e-03	6.99e-03	1.79e-03	3.43e-03
7551	chr9	79360803	79360804	.	False	1.79e-03	4.07e-02	8.90e-03	2.75e-04	7.89e-03	1.47e-01	7.23e-01	1.83e-04	7.58e-04	3.41e-04	3.36e-04	3.06e-03	1.46e-03	2.32e-03
7552	chr9	1740097	1740098	.	False	1.15e-03	1.63e-02	4.04e-03	1.07e-04	2.45e-03	9.50e-02	8.25e-01	3.01e-04	5.79e-04	2.61e-04	2.41e-04	4.01e-03	3.77e-04	7.71e-04
7553	chr9	3343428	3343429	.	False	3.37e-03	2.87e-02	1.05e-02	3.18e-04	9.44e-03	1.84e-01	7.03e-01	1.87e-04	6.42e-04	2.74e-04	3.57e-04	4.20e-03	1.62e-03	3.44e-03
7554	chr9	13179609	13179610	.	False	6.16e-02	1.91e-01	2.60e-02	1.50e-03	7.50e-03	6.74e-02	3.71e-01	4.49e-03	4.77e-02	2.53e-02	1.21e-02	1.38e-02	3.25e-02	5.89e-02
7555	chr9	82032947	82032948	.	False	2.96e-03	4.02e-02	1.24e-02	5.05e-04	1.42e-02	1.85e-01	6.89e-01	1.24e-04	9.28e-04	7.66e-04	6.09e-04	2.43e-03	2.30e-03	5.01e-03
7556	chr9	4205360	4205361	.	False	8.90e-03	6.98e-02	3.39e-02	1.21e-03	5.32e-02	2.33e-01	5.12e-01	2.31e-04	1.25e-03	1.93e-03	1.12e-03	8.59e-03	6.90e-03	1.61e-02
7557	chr9	9930574	9930575	.	False	9.48e-04	3.07e-02	2.81e-03	1.66e-04	3.22e-03	1.08e-01	8.70e-01	2.33e-04	1.05e-03	1.79e-04	2.88e-04	2.02e-03	5.03e-04	7.81e-04
7558	chr9	115005370	115005371	.	False	9.79e-03	1.01e-01	3.63e-02	1.55e-03	3.75e-02	2.03e-01	4.70e-01	3.12e-04	2.29e-03	2.80e-03	9.80e-04	5.15e-03	1.46e-02	1.98e-02
7559	chr9	14023945	14023946	.	False	2.05e-03	8.17e-02	7.55e-03	6.26e-04	2.02e-02	1.99e-01	6.12e-01	4.03e-04	3.36e-03	1.90e-03	1.17e-03	5.87e-03	2.53e-03	4.86e-03
7560	chr9	82403270	82403271	.	False	6.68e-04	2.47e-02	3.30e-03	1.31e-04	2.74e-03	9.43e-02	8.47e-01	1.03e-04	6.81e-04	2.58e-04	2.02e-04	2.11e-03	4.60e-04	1.03e-03
7561	chr1	178452676	178452677	.	False	1.49e-02	8.36e-02	2.72e-02	2.02e-03	3.92e-02	1.62e-01	5.20e-01	7.22e-04	4.96e-03	4.30e-03	3.88e-03	1.54e-02	4.70e-03	1.28e-02
7562	chr9	24888019	24888020	.	False	4.06e-04	2.60e-02	2.24e-03	1.82e-04	5.72e-03	1.70e-01	7.66e-01	1.85e-04	5.97e-04	2.43e-04	2.33e-04	5.04e-03	2.75e-04	7.61e-04
7563	chr1	185158366	185158367	.	False	5.07e-02	5.97e-02	2.39e-02	6.99e-02	1.06e-01	1.16e-01	1.60e-01	2.18e-02	8.16e-02	1.81e-01	7.54e-02	8.89e-02	1.15e-02	1.33e-02
7564	chr9	114342093	114342094	.	False	3.48e-02	5.37e-02	9.80e-02	9.68e-02	2.27e-01	5.05e-02	9.40e-02	1.29e-03	1.17e-02	9.86e-02	3.08e-02	1.21e-02	4.12e-02	7.26e-02
7565	chr1	210560961	210560962	.	False	2.83e-03	5.25e-02	1.46e-02	3.18e-04	2.01e-02	2.22e-01	6.49e-01	1.21e-04	6.41e-04	5.40e-04	3.65e-04	2.64e-03	3.08e-03	5.95e-03
7566	chr9	5127712	5127713	.	False	2.00e-03	7.33e-02	2.20e-03	3.21e-04	2.76e-03	5.93e-02	7.43e-01	1.17e-03	1.23e-02	1.44e-03	9.08e-04	8.45e-03	8.21e-04	1.50e-03
7567	chr9	3236302	3236303	.	False	4.24e-03	5.47e-02	2.17e-02	7.49e-04	2.74e-02	1.88e-01	6.99e-01	1.55e-04	7.19e-04	5.80e-04	6.27e-04	5.75e-03	1.88e-03	7.24e-03
7568	chr9	78296706	78296707	.	False	4.87e-01	7.14e-04	4.13e-03	3.88e-01	3.17e-02	2.22e-03	5.16e-03	7.34e-02	5.01e-03	3.55e-01	3.24e-02	9.71e-03	7.18e-04	7.62e-04
7569	chr9	113625352	113625353	.	False	2.33e-02	5.43e-02	1.25e-01	5.47e-02	2.59e-01	8.99e-02	1.84e-01	1.15e-03	4.95e-03	2.71e-02	1.41e-02	8.06e-03	3.26e-02	6.62e-02
7570	chr9	13612564	13612565	.	False	6.52e-03	4.39e-02	8.90e-03	1.88e-03	1.47e-02	1.72e-01	6.46e-01	8.09e-04	3.41e-03	2.38e-03	1.86e-03	7.27e-03	2.23e-03	4.29e-03
7571	chr1	205208830	205208831	.	False	2.06e-03	8.09e-02	9.41e-03	6.67e-04	1.69e-02	1.64e-01	6.13e-01	3.55e-04	4.72e-03	5.53e-03	1.12e-03	1.14e-02	3.43e-03	5.38e-03
7572	chr9	129888186	129888187	.	False	3.46e-01	3.28e-02	2.53e-02	1.73e-02	2.37e-02	1.73e-02	4.15e-02	2.70e-02	2.47e-02	4.80e-01	4.42e-02	9.41e-03	6.37e-02	5.87e-02
7573	chr1	204967864	204967865	.	False	2.61e-02	6.18e-02	1.05e-01	2.91e-02	2.39e-01	1.21e-01	2.39e-01	4.07e-04	2.93e-03	1.13e-02	7.10e-03	4.75e-03	2.41e-02	4.47e-02
7574	chr9	21134262	21134263	.	False	2.65e-03	6.00e-02	1.85e-02	9.11e-04	3.62e-02	2.52e-01	5.90e-01	2.01e-04	9.21e-04	9.35e-04	5.86e-04	3.39e-03	3.41e-03	7.43e-03
7575	chr9	100469070	100469071	.	False	1.13e-02	6.96e-02	3.62e-02	2.58e-03	6.27e-02	2.57e-01	4.69e-01	2.48e-04	1.34e-03	1.82e-03	1.26e-03	4.08e-03	9.02e-03	1.63e-02
7576	chr9	117352269	117352270	.	False	2.70e-02	1.03e-01	3.72e-02	1.06e-03	2.22e-02	1.41e-01	5.19e-01	4.54e-04	3.31e-03	4.27e-03	1.22e-03	5.58e-03	2.60e-02	3.80e-02
7577	chr9	16598887	16598888	.	False	2.13e-03	1.49e-01	9.54e-03	2.55e-04	4.32e-03	7.42e-02	6.77e-01	4.63e-04	8.96e-03	2.34e-03	8.79e-04	9.80e-03	2.76e-03	6.63e-03
7578	chr9	79234082	79234083	.	False	3.94e-03	6.58e-02	1.22e-02	1.30e-03	3.00e-02	2.29e-01	5.84e-01	4.80e-04	1.80e-03	8.11e-04	1.58e-03	7.03e-03	1.94e-03	3.91e-03
7579	chr9	112646669	112646670	.	False	7.68e-03	9.32e-02	2.42e-02	3.82e-04	9.53e-03	1.33e-01	6.74e-01	4.07e-04	2.04e-03	1.96e-03	9.06e-04	1.39e-02	5.25e-03	1.44e-02
7580	chr13	81945573	81945574	.	False	3.43e-02	1.33e-01	2.90e-02	6.59e-04	5.48e-03	1.19e-01	5.62e-01	3.80e-04	2.10e-03	1.80e-03	1.05e-03	5.59e-03	1.14e-02	3.63e-02
7581	chr1	182056776	182056777	.	False	2.96e-01	1.14e-02	1.30e-01	1.61e-01	5.01e-02	5.16e-02	3.30e-01	5.43e-03	3.25e-03	6.48e-02	9.28e-02	3.68e-02	4.27e-03	2.55e-02
7582	chr9	107199409	107199410	.	False	1.33e-03	4.14e-02	5.81e-03	1.97e-04	6.83e-03	1.69e-01	7.39e-01	1.79e-04	4.83e-04	1.50e-04	2.79e-04	2.25e-03	8.09e-04	2.60e-03
7583	chr9	116640770	116640771	.	False	1.57e-02	7.44e-02	1.89e-02	6.58e-04	5.46e-03	1.22e-01	5.65e-01	7.65e-04	4.98e-03	5.66e-03	1.60e-03	1.11e-02	8.54e-03	1.23e-02
7584	chr9	104014382	104014383	.	False	4.69e-03	2.48e-02	7.75e-03	2.05e-04	5.26e-03	1.56e-01	7.67e-01	5.10e-04	1.11e-03	6.82e-04	5.90e-04	4.81e-03	1.20e-03	2.40e-03
7585	chr9	123631875	123631876	.	False	2.27e-02	1.55e-01	3.37e-02	8.98e-04	1.15e-02	1.24e-01	3.96e-01	4.84e-04	4.33e-03	3.60e-03	1.19e-03	7.41e-03	2.88e-02	4.12e-02
7586	chr9	76561219	76561220	.	False	8.12e-03	9.04e-02	2.93e-02	1.72e-03	7.10e-02	1.94e-01	3.88e-01	3.27e-04	3.65e-03	3.72e-03	1.48e-03	6.15e-03	1.84e-02	1.87e-02
7587	chr9	42885088	42885089	.	False	7.58e-04	3.61e-02	5.26e-03	3.73e-04	1.27e-02	2.02e-01	6.69e-01	2.29e-04	1.13e-03	5.72e-04	5.37e-04	4.42e-03	7.21e-04	1.25e-03
7588	chr9	6827869	6827870	.	False	8.29e-02	1.55e-01	6.80e-02	3.08e-03	2.11e-02	9.78e-02	3.47e-01	8.77e-04	1.33e-02	2.35e-02	5.80e-03	1.96e-02	2.88e-02	6.66e-02
7589	chr9	3449188	3449189	.	False	1.24e-03	7.84e-02	1.31e-02	4.06e-04	1.70e-02	1.98e-01	6.75e-01	1.68e-04	1.93e-03	9.43e-04	6.98e-04	5.81e-03	2.11e-03	5.98e-03
7590	chr9	21226748	21226749	.	False	4.94e-04	3.50e-03	1.07e-03	9.18e-05	1.57e-03	1.13e-01	8.61e-01	1.69e-04	2.30e-04	1.23e-04	2.37e-04	2.54e-03	1.14e-04	1.42e-04
7591	chr1	173215312	173215313	.	False	1.30e-03	1.51e-02	9.04e-03	3.43e-04	1.10e-02	2.27e-01	7.11e-01	1.67e-04	2.90e-04	1.27e-04	2.05e-04	7.94e-03	6.76e-04	1.23e-03
7592	chr9	114151719	114151720	.	False	1.30e-01	8.87e-02	1.26e-01	1.02e-02	1.06e-01	1.08e-01	2.49e-01	2.65e-04	1.09e-03	6.97e-03	3.50e-03	4.83e-03	5.14e-02	1.13e-01
7593	chr9	7844539	7844540	.	False	3.63e-02	7.74e-02	6.36e-02	1.28e-03	3.60e-02	1.82e-01	5.33e-01	4.76e-04	1.41e-03	2.40e-03	3.21e-03	9.58e-03	6.24e-03	2.07e-02
7594	chr9	131397505	131397506	.	False	2.21e-02	1.92e-01	2.99e-02	2.69e-03	3.48e-02	1.23e-01	2.84e-01	1.46e-03	2.06e-02	3.75e-02	7.00e-03	1.29e-02	5.96e-02	5.59e-02
7595	chr9	25365739	25365740	.	False	7.04e-03	6.01e-02	1.50e-02	3.78e-04	4.64e-03	1.19e-01	7.18e-01	2.32e-04	1.55e-03	1.34e-03	4.82e-04	4.43e-03	4.02e-03	8.62e-03
